App,Response,Category,Question,,,,,,,,
vTree,0,Confidence,I feel confident in my ability to correctly identify Northwest hardwoods with the assigned app.,,,,,,,,
vTree,1,Confidence,I feel confident in my ability to correctly identify Northwest hardwoods with the assigned app.,,,,,,,,
vTree,1,Confidence,I feel confident in my ability to correctly identify Northwest hardwoods with the assigned app.,,,,,,,,
Seek,1,Confidence,I feel confident in my ability to correctly identify Northwest hardwoods with the assigned app.,,,,,,,,
Seek,1,Confidence,I feel confident in my ability to correctly identify Northwest hardwoods with the assigned app.,,,,,,,,
Seek,1,Confidence,I feel confident in my ability to correctly identify Northwest hardwoods with the assigned app.,,,,,,,,
Seek,1,Confidence,I feel confident in my ability to correctly identify Northwest hardwoods with the assigned app.,,,,,,,,
Seek,0,Confidence,I feel confident in my ability to correctly identify Northwest hardwoods with the assigned app.,,,,,,,,
Seek,1,Confidence,I feel confident in my ability to correctly identify Northwest hardwoods with the assigned app.,,,,,,,,
Seek,1,Confidence,I feel confident in my ability to correctly identify Northwest hardwoods with the assigned app.,,,,,,,,
Seek,0,Confidence,I feel confident in my ability to correctly identify Northwest hardwoods with the assigned app.,,,,,,,,
Seek,0,Confidence,I feel confident in my ability to correctly identify Northwest hardwoods with the assigned app.,,,,,,,,
Seek,1,Confidence,I feel confident in my ability to correctly identify Northwest hardwoods with the assigned app.,,,,,,,,
Seek,1,Confidence,I feel confident in my ability to correctly identify Northwest hardwoods with the assigned app.,,,,,,,,
Seek,1,Confidence,I feel confident in my ability to correctly identify Northwest hardwoods with the assigned app.,,,,,,,,
Seek,1,Confidence,I feel confident in my ability to correctly identify Northwest hardwoods with the assigned app.,,,,,,,,
Seek,1,Confidence,I feel confident in my ability to correctly identify Northwest hardwoods with the assigned app.,,,,,,,,
Seek,1,Confidence,I feel confident in my ability to correctly identify Northwest hardwoods with the assigned app.,,,,,,,,
Seek,0,Confidence,I feel confident in my ability to correctly identify Northwest hardwoods with the assigned app.,,,,,,,,
Seek,1,Confidence,I feel confident in my ability to correctly identify Northwest hardwoods with the assigned app.,,,,,,,,
Seek,1,Confidence,I feel confident in my ability to correctly identify Northwest hardwoods with the assigned app.,,,,,,,,
Seek,0,Confidence,I feel confident in my ability to correctly identify Northwest hardwoods with the assigned app.,,,,,,,,
Seek,1,Confidence,I feel confident in my ability to correctly identify Northwest hardwoods with the assigned app.,,,,,,,,
Seek,1,Confidence,I feel confident in my ability to correctly identify Northwest hardwoods with the assigned app.,,,,,,,,
Seek,1,Confidence,I feel confident in my ability to correctly identify Northwest hardwoods with the assigned app.,,,,,,,,
Seek,0,Confidence,I feel confident in my ability to correctly identify Northwest hardwoods with the assigned app.,,,,,,,,
Seek,1,Confidence,I feel confident in my ability to correctly identify Northwest hardwoods with the assigned app.,,,,,,,,
PlantNet,1,Confidence,I feel confident in my ability to correctly identify Northwest hardwoods with the assigned app.,,,,,,,,
PlantNet,0,Confidence,I feel confident in my ability to correctly identify Northwest hardwoods with the assigned app.,,,,,,,,
PlantNet,0,Confidence,I feel confident in my ability to correctly identify Northwest hardwoods with the assigned app.,,,,,,,,
PlantNet,1,Confidence,I feel confident in my ability to correctly identify Northwest hardwoods with the assigned app.,,,,,,,,
PlantNet,1,Confidence,I feel confident in my ability to correctly identify Northwest hardwoods with the assigned app.,,,,,,,,
PlantNet,0,Confidence,I feel confident in my ability to correctly identify Northwest hardwoods with the assigned app.,,,,,,,,
PlantNet,0,Confidence,I feel confident in my ability to correctly identify Northwest hardwoods with the assigned app.,,,,,,,,
PlantNet,1,Confidence,I feel confident in my ability to correctly identify Northwest hardwoods with the assigned app.,,,,,,,,
PlantNet,0,Confidence,I feel confident in my ability to correctly identify Northwest hardwoods with the assigned app.,,,,,,,,
PlantNet,1,Confidence,I feel confident in my ability to correctly identify Northwest hardwoods with the assigned app.,,,,,,,,
PlantNet,0,Confidence,I feel confident in my ability to correctly identify Northwest hardwoods with the assigned app.,,,,,,,,
PlantNet,1,Confidence,I feel confident in my ability to correctly identify Northwest hardwoods with the assigned app.,,,,,,,,
TreesPNW,1,Observation,Use of the app encouraged my observation of hardwood leaves.,,,,,,,,
TreesPNW,1,Observation,Use of the app encouraged my observation of hardwood leaves.,,,,,,,,
TreesPNW,1,Observation,Use of the app encouraged my observation of hardwood leaves.,,,,,,,,
TreesPNW,1,Observation,Use of the app encouraged my observation of hardwood leaves.,,,,,,,,
TreesPNW,1,Observation,Use of the app encouraged my observation of hardwood leaves.,,,,,,,,
TreesPNW,1,Observation,Use of the app encouraged my observation of hardwood leaves.,,,,,,,,
TreesPNW,1,Observation,Use of the app encouraged my observation of hardwood leaves.,,,,,,,,
TreesPNW,1,Observation,Use of the app encouraged my observation of hardwood leaves.,,,,,,,,
TreesPNW,1,Observation,Use of the app encouraged my observation of hardwood leaves.,,,,,,,,
TreesPNW,0,Observation,Use of the app encouraged my observation of hardwood leaves.,,,,,,,,
TreesPNW,1,Observation,Use of the app encouraged my observation of hardwood leaves.,,,,,,,,
TreesPNW,1,Observation,Use of the app encouraged my observation of hardwood leaves.,,,,,,,,
TreesPNW,1,Observation,Use of the app encouraged my observation of hardwood leaves.,,,,,,,,
TreesPNW,1,Observation,Use of the app encouraged my observation of hardwood leaves.,,,,,,,,
TreesPNW,0,Observation,Use of the app encouraged my observation of hardwood leaves.,,,,,,,,
TreesPNW,0,Observation,Use of the app encouraged my observation of hardwood leaves.,,,,,,,,
TreesPNW,1,Observation,Use of the app encouraged my observation of hardwood leaves.,,,,,,,,
TreesPNW,0,Observation,Use of the app encouraged my observation of hardwood leaves.,,,,,,,,
TreesPNW,1,Observation,Use of the app encouraged my observation of hardwood leaves.,,,,,,,,
TreesPNW,1,Observation,Use of the app encouraged my observation of hardwood leaves.,,,,,,,,
TreesPNW,1,Observation,Use of the app encouraged my observation of hardwood leaves.,,,,,,,,
TreesPNW,1,Observation,Use of the app encouraged my observation of hardwood leaves.,,,,,,,,
vTree,1,Observation,Use of the app encouraged my observation of hardwood leaves.,,,,,,,,
vTree,1,Observation,Use of the app encouraged my observation of hardwood leaves.,,,,,,,,
vTree,0,Observation,Use of the app encouraged my observation of hardwood leaves.,,,,,,,,
vTree,1,Observation,Use of the app encouraged my observation of hardwood leaves.,,,,,,,,
vTree,1,Observation,Use of the app encouraged my observation of hardwood leaves.,,,,,,,,
vTree,1,Observation,Use of the app encouraged my observation of hardwood leaves.,,,,,,,,
vTree,1,Observation,Use of the app encouraged my observation of hardwood leaves.,,,,,,,,
vTree,1,Observation,Use of the app encouraged my observation of hardwood leaves.,,,,,,,,
vTree,0,Observation,Use of the app encouraged my observation of hardwood leaves.,,,,,,,,
vTree,1,Observation,Use of the app encouraged my observation of hardwood leaves.,,,,,,,,
vTree,0,Observation,Use of the app encouraged my observation of hardwood leaves.,,,,,,,,
vTree,1,Observation,Use of the app encouraged my observation of hardwood leaves.,,,,,,,,
vTree,1,Observation,Use of the app encouraged my observation of hardwood leaves.,,,,,,,,
vTree,1,Observation,Use of the app encouraged my observation of hardwood leaves.,,,,,,,,
vTree,0,Observation,Use of the app encouraged my observation of hardwood leaves.,,,,,,,,
vTree,1,Observation,Use of the app encouraged my observation of hardwood leaves.,,,,,,,,
vTree,0,Observation,Use of the app encouraged my observation of hardwood leaves.,,,,,,,,
vTree,0,Observation,Use of the app encouraged my observation of hardwood leaves.,,,,,,,,
vTree,0,Observation,Use of the app encouraged my observation of hardwood leaves.,,,,,,,,
vTree,1,Observation,Use of the app encouraged my observation of hardwood leaves.,,,,,,,,
vTree,1,Observation,Use of the app encouraged my observation of hardwood leaves.,,,,,,,,
Seek,1,Observation,Use of the app encouraged my observation of hardwood leaves.,,,,,,,,
Seek,1,Observation,Use of the app encouraged my observation of hardwood leaves.,,,,,,,,
Seek,1,Observation,Use of the app encouraged my observation of hardwood leaves.,,,,,,,,
Seek,1,Observation,Use of the app encouraged my observation of hardwood leaves.,,,,,,,,
Seek,0,Observation,Use of the app encouraged my observation of hardwood leaves.,,,,,,,,
Seek,1,Observation,Use of the app encouraged my observation of hardwood leaves.,,,,,,,,
Seek,1,Observation,Use of the app encouraged my observation of hardwood leaves.,,,,,,,,
Seek,0,Observation,Use of the app encouraged my observation of hardwood leaves.,,,,,,,,
Seek,0,Observation,Use of the app encouraged my observation of hardwood leaves.,,,,,,,,
Seek,1,Observation,Use of the app encouraged my observation of hardwood leaves.,,,,,,,,
Seek,1,Observation,Use of the app encouraged my observation of hardwood leaves.,,,,,,,,
Seek,1,Observation,Use of the app encouraged my observation of hardwood leaves.,,,,,,,,
Seek,1,Observation,Use of the app encouraged my observation of hardwood leaves.,,,,,,,,
Seek,1,Observation,Use of the app encouraged my observation of hardwood leaves.,,,,,,,,
Seek,1,Observation,Use of the app encouraged my observation of hardwood leaves.,,,,,,,,
Seek,0,Observation,Use of the app encouraged my observation of hardwood leaves.,,,,,,,,
Seek,0,Observation,Use of the app encouraged my observation of hardwood leaves.,,,,,,,,
Seek,0,Observation,Use of the app encouraged my observation of hardwood leaves.,,,,,,,,
Seek,1,Observation,Use of the app encouraged my observation of hardwood leaves.,,,,,,,,
Seek,0,Observation,Use of the app encouraged my observation of hardwood leaves.,,,,,,,,
Seek,1,Observation,Use of the app encouraged my observation of hardwood leaves.,,,,,,,,
Seek,1,Observation,Use of the app encouraged my observation of hardwood leaves.,,,,,,,,
Seek,1,Observation,Use of the app encouraged my observation of hardwood leaves.,,,,,,,,
Seek,0,Observation,Use of the app encouraged my observation of hardwood leaves.,,,,,,,,
PlantNet,0,Observation,Use of the app encouraged my observation of hardwood leaves.,,,,,,,,
PlantNet,0,Observation,Use of the app encouraged my observation of hardwood leaves.,,,,,,,,
PlantNet,0,Observation,Use of the app encouraged my observation of hardwood leaves.,,,,,,,,
PlantNet,1,Observation,Use of the app encouraged my observation of hardwood leaves.,,,,,,,,
PlantNet,1,Observation,Use of the app encouraged my observation of hardwood leaves.,,,,,,,,
PlantNet,0,Observation,Use of the app encouraged my observation of hardwood leaves.,,,,,,,,
PlantNet,1,Observation,Use of the app encouraged my observation of hardwood leaves.,,,,,,,,
PlantNet,0,Observation,Use of the app encouraged my observation of hardwood leaves.,,,,,,,,
PlantNet,0,Observation,Use of the app encouraged my observation of hardwood leaves.,,,,,,,,
PlantNet,1,Observation,Use of the app encouraged my observation of hardwood leaves.,,,,,,,,
PlantNet,0,Observation,Use of the app encouraged my observation of hardwood leaves.,,,,,,,,
PlantNet,1,Observation,Use of the app encouraged my observation of hardwood leaves.,,,,,,,,
TreesPNW,1,Recognize,Use of the app helped me recognize and describe hardwood leaf characteristics.,,,,,,,,
TreesPNW,1,Recognize,Use of the app helped me recognize and describe hardwood leaf characteristics.,,,,,,,,
TreesPNW,1,Recognize,Use of the app helped me recognize and describe hardwood leaf characteristics.,,,,,,,,
TreesPNW,1,Recognize,Use of the app helped me recognize and describe hardwood leaf characteristics.,,,,,,,,
TreesPNW,1,Recognize,Use of the app helped me recognize and describe hardwood leaf characteristics.,,,,,,,,
TreesPNW,1,Recognize,Use of the app helped me recognize and describe hardwood leaf characteristics.,,,,,,,,
TreesPNW,1,Recognize,Use of the app helped me recognize and describe hardwood leaf characteristics.,,,,,,,,
TreesPNW,1,Recognize,Use of the app helped me recognize and describe hardwood leaf characteristics.,,,,,,,,
TreesPNW,1,Recognize,Use of the app helped me recognize and describe hardwood leaf characteristics.,,,,,,,,
TreesPNW,0,Recognize,Use of the app helped me recognize and describe hardwood leaf characteristics.,,,,,,,,
TreesPNW,1,Recognize,Use of the app helped me recognize and describe hardwood leaf characteristics.,,,,,,,,
TreesPNW,1,Recognize,Use of the app helped me recognize and describe hardwood leaf characteristics.,,,,,,,,
TreesPNW,1,Recognize,Use of the app helped me recognize and describe hardwood leaf characteristics.,,,,,,,,
TreesPNW,1,Recognize,Use of the app helped me recognize and describe hardwood leaf characteristics.,,,,,,,,
TreesPNW,1,Recognize,Use of the app helped me recognize and describe hardwood leaf characteristics.,,,,,,,,
TreesPNW,0,Recognize,Use of the app helped me recognize and describe hardwood leaf characteristics.,,,,,,,,
TreesPNW,1,Recognize,Use of the app helped me recognize and describe hardwood leaf characteristics.,,,,,,,,
TreesPNW,0,Recognize,Use of the app helped me recognize and describe hardwood leaf characteristics.,,,,,,,,
TreesPNW,1,Recognize,Use of the app helped me recognize and describe hardwood leaf characteristics.,,,,,,,,
TreesPNW,0,Recognize,Use of the app helped me recognize and describe hardwood leaf characteristics.,,,,,,,,
TreesPNW,1,Recognize,Use of the app helped me recognize and describe hardwood leaf characteristics.,,,,,,,,
TreesPNW,0,Recognize,Use of the app helped me recognize and describe hardwood leaf characteristics.,,,,,,,,
vTree,1,Recognize,Use of the app helped me recognize and describe hardwood leaf characteristics.,,,,,,,,
vTree,1,Recognize,Use of the app helped me recognize and describe hardwood leaf characteristics.,,,,,,,,
vTree,0,Recognize,Use of the app helped me recognize and describe hardwood leaf characteristics.,,,,,,,,
vTree,1,Recognize,Use of the app helped me recognize and describe hardwood leaf characteristics.,,,,,,,,
vTree,1,Recognize,Use of the app helped me recognize and describe hardwood leaf characteristics.,,,,,,,,
vTree,1,Recognize,Use of the app helped me recognize and describe hardwood leaf characteristics.,,,,,,,,
vTree,1,Recognize,Use of the app helped me recognize and describe hardwood leaf characteristics.,,,,,,,,
vTree,1,Recognize,Use of the app helped me recognize and describe hardwood leaf characteristics.,,,,,,,,
vTree,0,Recognize,Use of the app helped me recognize and describe hardwood leaf characteristics.,,,,,,,,
vTree,1,Recognize,Use of the app helped me recognize and describe hardwood leaf characteristics.,,,,,,,,
vTree,1,Recognize,Use of the app helped me recognize and describe hardwood leaf characteristics.,,,,,,,,
vTree,0,Recognize,Use of the app helped me recognize and describe hardwood leaf characteristics.,,,,,,,,
vTree,0,Recognize,Use of the app helped me recognize and describe hardwood leaf characteristics.,,,,,,,,
vTree,1,Recognize,Use of the app helped me recognize and describe hardwood leaf characteristics.,,,,,,,,
vTree,1,Recognize,Use of the app helped me recognize and describe hardwood leaf characteristics.,,,,,,,,
vTree,1,Recognize,Use of the app helped me recognize and describe hardwood leaf characteristics.,,,,,,,,
vTree,1,Recognize,Use of the app helped me recognize and describe hardwood leaf characteristics.,,,,,,,,
vTree,1,Recognize,Use of the app helped me recognize and describe hardwood leaf characteristics.,,,,,,,,
vTree,0,Recognize,Use of the app helped me recognize and describe hardwood leaf characteristics.,,,,,,,,
vTree,1,Recognize,Use of the app helped me recognize and describe hardwood leaf characteristics.,,,,,,,,
vTree,1,Recognize,Use of the app helped me recognize and describe hardwood leaf characteristics.,,,,,,,,
Seek,1,Recognize,Use of the app helped me recognize and describe hardwood leaf characteristics.,,,,,,,,
Seek,1,Recognize,Use of the app helped me recognize and describe hardwood leaf characteristics.,,,,,,,,
Seek,1,Recognize,Use of the app helped me recognize and describe hardwood leaf characteristics.,,,,,,,,
Seek,1,Recognize,Use of the app helped me recognize and describe hardwood leaf characteristics.,,,,,,,,
Seek,0,Recognize,Use of the app helped me recognize and describe hardwood leaf characteristics.,,,,,,,,
Seek,1,Recognize,Use of the app helped me recognize and describe hardwood leaf characteristics.,,,,,,,,
Seek,1,Recognize,Use of the app helped me recognize and describe hardwood leaf characteristics.,,,,,,,,
Seek,0,Recognize,Use of the app helped me recognize and describe hardwood leaf characteristics.,,,,,,,,
Seek,0,Recognize,Use of the app helped me recognize and describe hardwood leaf characteristics.,,,,,,,,
Seek,0,Recognize,Use of the app helped me recognize and describe hardwood leaf characteristics.,,,,,,,,
Seek,1,Recognize,Use of the app helped me recognize and describe hardwood leaf characteristics.,,,,,,,,
Seek,0,Recognize,Use of the app helped me recognize and describe hardwood leaf characteristics.,,,,,,,,
